generation_id,strategy,stage,target_tg_c,target_window_c,candidate_smiles,candidate_ratios,source_context,generator_id,generation_time,prompt_id,prompt_text,prompt_hash,rag_query,rag_context_refs,rag_context_digest,principle_hypothesis,functional_group_plan,candidate_json,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,ood_penalty,pievo_round,selected_by_ids,harness_failure_reason,review_status,notes
rule_template_96997cbaa860,rule_template,harnessed,195.0,5.0,O=C(O)CC(O)(CC(=O)O)C(=O)O|COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,0.65000:0.35000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,carboxylic_acid;hydroxyl + aromatic;epoxy;ether,"{""groups_a"": ""carboxylic_acid;hydroxyl"", ""groups_b"": ""aromatic;epoxy;ether"", ""in_target_range"": true, ""ratio_a"": 0.65, ""ratio_b"": 0.35, ""smiles_a"": ""O=C(O)CC(O)(CC(=O)O)C(=O)O"", ""smiles_b"": ""COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1"", ""source_row_index"": 39, ""source_target_distance_c"": 0.0799395693711915}",环氧-羧酸开环酯化。,194.9200604306288,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_70a413ebfce4,rule_template,harnessed,195.0,5.0,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,0.40000:0.60000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.4, ""ratio_b"": 0.6, ""smiles_a"": ""COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1"", ""smiles_b"": ""CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1"", ""source_row_index"": 40, ""source_target_distance_c"": 0.0807344207798337}",环氧-伯胺开环固化。,194.91926557922017,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_ce3dfe2c1da4,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.45000:0.55000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.45, ""ratio_b"": 0.55, ""smiles_a"": ""CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""source_row_index"": 41, ""source_target_distance_c"": 0.0837176983295364}",环氧-伯胺开环固化。,195.08371769832956,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_e7ba058607c1,rule_template,harnessed,195.0,5.0,CC(C)(C)N|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.65000:0.35000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,primary_amine + aromatic;imide;maleimide;vinyl,"{""groups_a"": ""primary_amine"", ""groups_b"": ""aromatic;imide;maleimide;vinyl"", ""in_target_range"": true, ""ratio_a"": 0.65, ""ratio_b"": 0.35, ""smiles_a"": ""CC(C)(C)N"", ""smiles_b"": ""O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O"", ""source_row_index"": 42, ""source_target_distance_c"": 0.0877861362164651}",马来酰亚胺-胺 Michael 加成。,195.0877861362165,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_c4cd6b47e40d,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|C#Cc1cccc(N2COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3C2)c1,0.20000:0.80000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;ether;hydroxyl;phenol,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;ether;hydroxyl;phenol"", ""in_target_range"": true, ""ratio_a"": 0.2, ""ratio_b"": 0.8, ""smiles_a"": ""CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1"", ""smiles_b"": ""C#Cc1cccc(N2COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3C2)c1"", ""source_row_index"": 43, ""source_target_distance_c"": 0.0883433154658632}",环氧-羟基醚化，常需催化剂。,194.9116566845341,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_96bca06ef6b1,rule_template,harnessed,195.0,5.0,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(N)cc1,0.40000:0.60000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.4, ""ratio_b"": 0.6, ""smiles_a"": ""COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1"", ""smiles_b"": ""Nc1ccc(N)cc1"", ""source_row_index"": 44, ""source_target_distance_c"": 0.0910818679466558}",环氧-伯胺开环固化。,195.09108186794663,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_7864dfceef72,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.50000:0.50000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.5, ""ratio_b"": 0.5, ""smiles_a"": ""CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""source_row_index"": 45, ""source_target_distance_c"": 0.0932308892782884}",环氧-伯胺开环固化。,195.0932308892783,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_181ba4aa9026,rule_template,harnessed,195.0,5.0,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1|Nc1cc(N)cc(N)c1,0.70000:0.30000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;imide;maleimide;vinyl + aromatic;primary_amine,"{""groups_a"": ""aromatic;imide;maleimide;vinyl"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.7, ""ratio_b"": 0.3, ""smiles_a"": ""O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1"", ""smiles_b"": ""Nc1cc(N)cc(N)c1"", ""source_row_index"": 46, ""source_target_distance_c"": 0.0940546880256647}",马来酰亚胺-胺 Michael 加成。,194.90594531197436,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_b32e3fa02aed,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|Nc1ccc(Oc2ccc(N)cc2)cc1,0.20000:0.80000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,anhydride;aromatic;ester;ether + aromatic;ether;primary_amine,"{""groups_a"": ""anhydride;aromatic;ester;ether"", ""groups_b"": ""aromatic;ether;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.2, ""ratio_b"": 0.8, ""smiles_a"": ""CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1"", ""smiles_b"": ""Nc1ccc(Oc2ccc(N)cc2)cc1"", ""source_row_index"": 47, ""source_target_distance_c"": 0.0941754365648819}",酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,194.90582456343512,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_67a667a4485c,rule_template,harnessed,195.0,5.0,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1|COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,0.45000:0.55000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,isocyanate + aromatic;epoxy;ether;hydroxyl;phenol,"{""groups_a"": ""isocyanate"", ""groups_b"": ""aromatic;epoxy;ether;hydroxyl;phenol"", ""in_target_range"": true, ""ratio_a"": 0.45, ""ratio_b"": 0.55, ""smiles_a"": ""CC1(C)CC(N=C=O)CC(C)(N=C=O)C1"", ""smiles_b"": ""COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1"", ""source_row_index"": 48, ""source_target_distance_c"": 0.0957744146577397}",异氰酸酯-羟基形成聚氨酯。,194.90422558534223,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_20e8ed86ea3c,rule_template,harnessed,195.0,5.0,CC(CO)CO|C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,0.05000:0.95000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,hydroxyl + aromatic;epoxy;ether;vinyl,"{""groups_a"": ""hydroxyl"", ""groups_b"": ""aromatic;epoxy;ether;vinyl"", ""in_target_range"": true, ""ratio_a"": 0.05, ""ratio_b"": 0.95, ""smiles_a"": ""CC(CO)CO"", ""smiles_b"": ""C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1"", ""source_row_index"": 49, ""source_target_distance_c"": 0.1042590429562153}",环氧-羟基醚化，常需催化剂。,194.89574095704376,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
