ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (512) + LightGBM_leaves63,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_lightgbm_leaves63_latent_512.joblib,98.15789473684211,57.35294117647059,2.417929448421881,99.11006286771217,0.44965702638359983,4.834256854870081,1.8716630804893084,21.92738371759728,4.432347483867453,40.23136710876941,0.9970134167470825,0.8251358526174153
VAE (512) + CatBoost_depth6,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_catboost_depth6_latent_512.joblib,91.3157894736842,63.23529411764706,6.810017541434806,126.73357413716704,1.1355770842433623,4.994752055506118,4.332779900555747,22.185087294565143,5.476655308006774,41.07118111150983,0.9954402835096992,0.8177592147677635
VAE (512) + CatBoost_depth8,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_catboost_depth8_latent_512.joblib,90.0,60.29411764705882,8.24236246949116,138.49720607183895,1.3545522909419836,4.954119402229821,5.175949444973668,22.148331059736933,6.635446081793212,41.780055425179626,0.9933065923849341,0.8114141007907425
VAE (512) + NGBoost,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_ngboost_latent_512.joblib,94.73684210526315,58.82352941176471,4.699811277893541,115.05365593183015,0.8248070075316185,4.699063103999189,3.139096102869449,20.962906197992815,4.023348717052328,37.800968932969674,0.9975391656729176,0.8456249691448721
VAE (1024) + SVR,1024,paper,joblib,artifacts/reproduce/predictors/latent_1024/svr_latent_1024.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (1024) + RF,1024,paper,joblib,artifacts/reproduce/predictors/latent_1024/rf_latent_1024.joblib,77.63157894736842,50.0,16.62819177175383,221.10230481971337,2.3583233656721125,6.270638565998066,9.176209399120228,27.89520334462395,13.399241296658241,48.89656071219167,0.9727059840804259,0.74169797024231
VAE (1024) + CNN,1024,paper,torch_cnn,artifacts/reproduce/predictors/latent_1024/cnn_latent_1024.pt,13.684210526315791,5.88235294117647,115.31878230306727,643.478022137,16.01729776654928,17.606474655699873,63.94856558097036,75.51845327808576,81.1101387910936,97.06047871890034,-0.00013196468353271484,-0.017785191535949707
VAE (1024) + LinearRegression,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_linearregression_latent_1024.joblib,89.47368421052632,57.35294117647059,7.298544260470736,31.942370516980773,1.406130952727793,9.68811413595353,5.5443493871312395,46.077893658595926,8.580144494910805,112.684665543421,0.988808274269104,-0.37183189392089844
VAE (1024) + Ridge_alpha_0.1,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_ridge_alpha_0.1_latent_1024.joblib,50.0,38.23529411764706,31.249848476630337,336.9214443053509,5.191997225940122,7.673552506581355,20.30610812965192,32.54725910898517,26.45191680010601,49.12863539462447,0.8936294913291931,0.7392402291297913
VAE (1024) + Ridge_alpha_1,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_ridge_alpha_1_latent_1024.joblib,37.10526315789473,29.411764705882355,46.53029985565301,413.45729723637925,7.237401395699165,8.87321801646284,28.637938283932836,37.13318043859566,37.049610889584486,52.35073415354037,0.7913231253623962,0.7039147615432739
VAE (1024) + Ridge_alpha_10,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_ridge_alpha_10_latent_1024.joblib,28.947368421052634,20.588235294117645,56.574812250950636,423.60703197097547,8.909059733628082,10.510240927732587,35.418078520423485,44.390291174545006,45.707607713477444,61.11494110875833,0.6823974251747131,0.5964791178703308
VAE (1024) + Lasso_alpha_0.001,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_lasso_alpha_0.001_latent_1024.joblib,28.421052631578945,23.52941176470588,59.64848720394688,421.8762159563907,9.296194893088998,10.891372588901763,36.743435753019234,45.85405592620373,47.0729557458522,62.82293230285856,0.6631395816802979,0.5736094117164612
VAE (1024) + ElasticNet_alpha_0.001_l1_0.2,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_elasticnet_alpha_0.001_l1_0.2_latent_1024.joblib,32.36842105263158,25.0,53.03852964311341,405.51666198475135,7.989909416463278,9.387182011331252,31.59332168886536,39.32850643028231,40.915216280312734,54.912562670209844,0.7455065250396729,0.6742273569107056
VAE (1024) + ElasticNet_alpha_0.01_l1_0.5,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_elasticnet_alpha_0.01_l1_0.5_latent_1024.joblib,21.578947368421055,16.176470588235293,75.71008283118998,474.6004956928055,11.209307932889939,13.222958957984062,44.19826673959431,56.5676978221711,56.552432618989755,75.77932004455006,0.5138059854507446,0.3795987367630005
VAE (1024) + BayesianRidge,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_bayesianridge_latent_1024.joblib,77.10526315789473,60.29411764705882,14.459929768804713,117.5114356201176,2.525449769001621,5.47894368908178,9.632389162559258,24.559791385250932,13.071824317424243,46.633923570847834,0.9740235805511475,0.7650501728057861
VAE (1024) + ARDRegression,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_ardregression_latent_1024.joblib,1.5789473684210527,1.4705882352941175,2125.564496378714,5815.978627620182,322.0392750232576,263.7860716249253,1229.895135078932,1057.35448601316,1638.2554807368667,1483.6423081877613,-407.0094909667969,-236.8097686767578
VAE (1024) + HuberRegressor,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_huberregressor_latent_1024.joblib,59.73684210526316,50.0,24.429487544343086,243.74962073142507,3.953904920050312,6.52960655801937,15.180996585359093,28.819382129364755,21.754975163124364,52.488216659897056,0.9280510918070414,0.7023575791348642
VAE (1024) + SGDRegressor_huber,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_sgdregressor_huber_latent_1024.joblib,16.315789473684212,13.23529411764706,85.43935496748954,615.2566266325049,12.399022329826707,14.498466626518303,46.63954124864006,57.630930002562124,54.37727838361008,69.30125331829304,0.5504873079899391,0.4811362009072465
VAE (1024) + SVR_RBF,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_svr_rbf_latent_1024.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (1024) + SVR_linear,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_svr_linear_latent_1024.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (1024) + SVR_poly2,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_svr_poly2_latent_1024.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (1024) + NuSVR_RBF,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_nusvr_rbf_latent_1024.joblib,74.73684210526315,58.82352941176471,15.115524109821871,129.81231776032828,2.6942695382207447,5.787535230645613,10.348873277385474,25.520459700076714,14.387007565302957,46.35611328985119,0.9685335341218838,0.767841160336159
VAE (1024) + LinearSVR,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_linearsvr_latent_1024.joblib,54.21052631578947,44.11764705882353,26.542465068659972,253.37864565050876,4.425140824216469,7.085494177603515,16.86750099081077,30.302305239954254,21.85813526149368,48.98438312491052,0.9273671237288549,0.7407692718237726
